City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
270,Sao Filipe,14.8961,-24.4956,299.31,80,28,1.2,CV,2022-10-20 00:13:08
271,Koshurnikovo,54.1667,93.3,271.95,96,98,1.09,RU,2022-10-20 00:13:08
272,Lebu,-37.6167,-73.65,283.5,91,58,3.28,CL,2022-10-20 00:14:09
273,Port Blair,11.6667,92.75,300.17,78,75,3.6,IN,2022-10-20 00:14:10
274,Galveston,29.3669,-94.9669,291.21,41,0,0.0,US,2022-10-20 00:14:10
275,Vila Velha,-20.3297,-40.2925,295.12,97,100,2.06,BR,2022-10-20 00:12:26
276,Qaanaaq,77.484,-69.3632,254.77,68,0,4.75,GL,2022-10-20 00:14:11
277,Coquimbo,-29.9533,-71.3436,286.0,87,0,2.57,CL,2022-10-20 00:14:12
278,Husavik,66.0449,-17.3389,273.88,77,100,4.51,IS,2022-10-20 00:14:12
279,Bereda,43.2686,-7.5406,285.6,89,18,3.8,ES,2022-10-20 00:14:13
280,Port Hardy,50.6996,-127.4199,286.25,90,100,2.12,CA,2022-10-20 00:10:06
281,Yulara,-25.2406,130.9889,294.23,49,0,1.41,AU,2022-10-20 00:14:13
282,Krasnyy Kurgan,43.9422,42.6108,277.64,60,89,1.12,RU,2022-10-20 00:14:14
283,Kenai,60.5544,-151.2583,282.2,77,75,6.69,US,2022-10-20 00:14:14
284,Dunedin,-45.8742,170.5036,286.0,55,71,1.81,NZ,2022-10-20 00:10:52
285,Ilhabela,-23.7781,-45.3581,294.89,94,29,2.76,BR,2022-10-20 00:14:15
286,Vila,42.0304,-8.1588,282.64,91,45,3.09,PT,2022-10-20 00:14:16
287,Mahon,39.8885,4.2658,294.46,100,75,4.12,ES,2022-10-20 00:14:16
288,Ikovka,55.6089,64.9375,277.63,90,100,3.02,RU,2022-10-20 00:14:17
289,Halifax,44.6453,-63.5724,292.09,97,100,9.77,CA,2022-10-20 00:10:50
290,Dutse,11.7594,9.3392,297.88,32,32,1.8,NG,2022-10-20 00:14:18
291,Harper,4.375,-7.7169,297.78,88,88,2.96,LR,2022-10-20 00:14:18
292,San Patricio,28.017,-97.5169,294.56,29,0,2.67,US,2022-10-20 00:14:19
293,Riyadh,24.6877,46.7219,293.23,16,3,2.53,SA,2022-10-20 00:14:19
294,Prado,-17.3411,-39.2208,296.92,77,21,4.62,BR,2022-10-20 00:11:43
295,Marsa Matruh,31.3525,27.2453,293.51,75,0,1.0,EG,2022-10-20 00:14:20
296,Mandera,3.9366,41.867,299.4,57,100,7.3,KE,2022-10-20 00:14:21
297,Odweyne,9.4092,45.064,295.76,60,13,2.92,SO,2022-10-20 00:14:21
298,Posse,-14.0931,-46.3694,300.97,20,70,3.74,BR,2022-10-20 00:14:22
299,Kruisfontein,-34.0033,24.7314,293.3,69,84,12.27,ZA,2022-10-20 00:14:22
300,Belyy Yar,53.6039,91.3903,272.09,91,0,3.0,RU,2022-10-20 00:14:23
301,Geraldton,-28.7667,114.6,293.38,73,100,0.51,AU,2022-10-20 00:10:17
302,Denpasar,-8.65,115.2167,299.96,100,40,1.54,ID,2022-10-20 00:14:23
303,Zlitan,32.4674,14.5687,294.9,59,6,1.15,LY,2022-10-20 00:14:24
304,Norman Wells,65.282,-126.8329,273.17,93,100,6.17,CA,2022-10-20 00:11:56
305,Hamilton,39.1834,-84.5333,282.51,44,0,4.63,US,2022-10-20 00:10:52
306,Cherskiy,68.75,161.3,268.84,94,100,3.36,RU,2022-10-20 00:14:24
307,Praia Da Vitoria,38.7333,-27.0667,291.29,82,20,9.89,PT,2022-10-20 00:14:25
308,Mahebourg,-20.4081,57.7,292.31,77,40,1.03,MU,2022-10-20 00:14:25
309,Natchitoches,31.7668,-93.1335,283.62,57,0,0.0,US,2022-10-20 00:14:25
310,Mackenzie,55.2999,-123.1698,287.27,35,100,5.14,CA,2022-10-20 00:14:26
311,Mount Pleasant,32.7941,-79.8626,284.82,76,0,1.54,US,2022-10-20 00:14:26
312,Prieska,-29.6641,22.7474,295.76,37,36,2.26,ZA,2022-10-20 00:14:27
313,College,64.8569,-147.8028,277.48,91,100,0.0,US,2022-10-20 00:14:27
314,Avon Park,27.5959,-81.5062,289.77,74,95,2.91,US,2022-10-20 00:13:58
315,Lasa,46.6166,10.7002,283.35,74,72,0.86,IT,2022-10-20 00:14:27
316,Colborne,44.0001,-77.8828,280.85,88,92,8.0,CA,2022-10-20 00:14:28
317,Saint-Philippe,-21.3585,55.7679,291.92,72,27,3.31,RE,2022-10-20 00:15:28
318,Vidim,56.4088,103.1106,273.66,98,99,2.37,RU,2022-10-20 00:15:29
319,Butte,39.6499,-121.5677,306.09,18,0,1.54,US,2022-10-20 00:15:29
320,Natal,-5.795,-35.2094,298.45,75,30,6.69,BR,2022-10-20 00:12:07
321,Contamana,-7.3333,-75.0167,299.47,78,90,1.49,PE,2022-10-20 00:15:30
322,Salalah,17.0151,54.0924,297.2,69,0,2.06,OM,2022-10-20 00:15:30
323,Bandarbeyla,9.4942,50.8122,298.73,86,89,5.4,SO,2022-10-20 00:15:31
324,Pontes E Lacerda,-15.2261,-59.3353,299.12,70,58,1.28,BR,2022-10-20 00:15:31
325,Kiunga,-6.1219,141.2906,302.45,68,99,0.31,PG,2022-10-20 00:15:32
326,Bengkulu,-3.8004,102.2655,296.61,91,100,1.25,ID,2022-10-20 00:15:32
327,Paulo Afonso,-9.4061,-38.2147,296.58,69,62,6.08,BR,2022-10-20 00:14:54
328,Gurabo,18.2544,-65.9729,301.16,86,10,0.45,PR,2022-10-20 00:15:05
329,Nouadhibou,20.931,-17.0347,298.14,57,0,7.72,MR,2022-10-20 00:15:33
330,Kuna,43.4918,-116.4201,296.4,27,0,2.57,US,2022-10-20 00:11:34
331,Balakhninskiy,58.0106,114.2769,267.55,97,92,0.48,RU,2022-10-20 00:15:33
332,Brodick,55.5754,-5.1472,283.21,85,100,10.83,GB,2022-10-20 00:15:34
333,Kuruman,-27.4524,23.4325,293.44,47,61,3.72,ZA,2022-10-20 00:15:34
334,Isangel,-19.55,169.2667,302.21,74,75,3.09,VU,2022-10-20 00:15:35
335,Huarmey,-10.0681,-78.1522,289.91,85,82,4.62,PE,2022-10-20 00:15:35
336,Hofn,64.2539,-15.2082,279.05,65,4,2.15,IS,2022-10-20 00:15:35
337,Severo-Kurilsk,50.6789,156.125,278.94,65,70,13.87,RU,2022-10-20 00:15:36
338,Port Hedland,-20.3167,118.5667,304.18,16,0,5.66,AU,2022-10-20 00:15:21
339,Kavieng,-2.5744,150.7967,302.82,66,100,3.92,PG,2022-10-20 00:15:36
340,Los Llanos De Aridane,28.6585,-17.9182,292.01,74,20,3.09,ES,2022-10-20 00:15:37
341,Nemuro,43.3236,145.575,283.49,66,2,3.43,JP,2022-10-20 00:14:20
342,Lufilufi,-13.8745,-171.5986,306.03,76,30,4.35,WS,2022-10-20 00:15:38
343,Mildura,-34.2,142.15,294.13,83,100,6.17,AU,2022-10-20 00:15:38
344,Adrar,20.5022,-10.0711,302.99,13,35,3.85,MR,2022-10-20 00:15:39
345,Nantucket,41.2835,-70.0995,284.26,68,37,10.05,US,2022-10-20 00:13:20
346,Winona,43.9666,-91.7668,277.07,41,0,1.54,US,2022-10-20 00:15:39
347,Port Augusta,-32.5,137.7667,293.42,55,84,7.13,AU,2022-10-20 00:15:39
348,Okakarara,-20.5833,17.4333,294.17,47,64,2.36,NA,2022-10-20 00:15:40
349,Sorland,67.667,12.6934,278.07,67,97,3.86,NO,2022-10-20 00:15:40
350,Poum,-20.2333,164.0167,298.02,70,44,4.27,NC,2022-10-20 00:15:41
351,Udachnyy,66.4167,112.4,263.67,90,99,2.31,RU,2022-10-20 00:15:41
352,Urumqi,43.801,87.6005,278.68,87,0,1.0,CN,2022-10-20 00:15:42
353,Port Macquarie,-31.4333,152.9167,293.65,94,75,5.14,AU,2022-10-20 00:11:27
354,Prainha,-1.8,-53.48,297.16,93,67,1.1,BR,2022-10-20 00:15:43
355,Mahanje,-9.9333,35.3333,289.55,62,84,1.64,TZ,2022-10-20 00:15:43
356,Hay River,60.8156,-115.7999,285.14,71,20,5.66,CA,2022-10-20 00:15:44
357,Tuy Hoa,13.0833,109.3,298.29,87,96,2.42,VN,2022-10-20 00:10:47
358,Broken Hill,-31.95,141.4333,293.82,65,92,3.92,AU,2022-10-20 00:15:45
359,Oussouye,12.485,-16.5469,299.95,82,40,2.29,SN,2022-10-20 00:15:46
360,Vung Tau,10.346,107.0843,299.92,80,64,6.29,VN,2022-10-20 00:15:46
361,Santa Maria,-29.6842,-53.8069,291.27,90,30,2.89,BR,2022-10-20 00:12:23
362,Sao Miguel,-5.4667,-35.3667,298.58,78,43,8.67,BR,2022-10-20 00:15:47
363,Talavera De La Reina,39.9635,-4.8308,289.37,69,97,1.96,ES,2022-10-20 00:15:47
364,Yatou,37.15,122.3833,287.51,64,34,2.54,CN,2022-10-20 00:16:48
365,Lorengau,-2.0226,147.2712,303.29,61,91,3.21,PG,2022-10-20 00:16:48
366,Khandyga,62.6667,135.6,263.52,91,100,1.32,RU,2022-10-20 00:16:48
367,Iqaluit,63.7506,-68.5145,270.0,68,75,12.86,CA,2022-10-20 00:16:49
368,Astoria,46.1879,-123.8313,295.21,78,0,5.66,US,2022-10-20 00:15:24
369,Tahta,26.7693,31.5021,295.29,44,1,3.7,EG,2022-10-20 00:16:50
370,Saint-Pierre,-21.3393,55.4781,291.99,63,0,2.57,RE,2022-10-20 00:16:50
371,Kargasok,59.0556,80.8572,276.8,85,100,5.19,RU,2022-10-20 00:16:50
372,Vostok,46.4856,135.8833,278.73,47,47,3.69,RU,2022-10-20 00:16:51
373,Laredo,27.5064,-99.5075,296.29,43,0,2.57,US,2022-10-20 00:15:12
374,Naze,28.3667,129.4833,295.66,59,6,9.73,JP,2022-10-20 00:16:51
375,Puerto Escondido,15.85,-97.0667,297.61,69,100,2.06,MX,2022-10-20 00:16:52
376,Vardo,70.3705,31.1107,275.14,64,40,11.32,NO,2022-10-20 00:16:52
377,Georgetown,5.4112,100.3354,300.5,81,20,1.54,MY,2022-10-20 00:12:53
378,Egvekinot,66.3167,-179.1667,272.2,98,100,7.94,RU,2022-10-20 00:16:53
379,Trinidad,-14.8333,-64.9,298.63,85,69,1.61,BO,2022-10-20 00:16:54
380,Road Town,18.4167,-64.6167,301.2,89,20,2.06,VG,2022-10-20 00:16:54
381,Rexburg,43.826,-111.7897,293.88,33,18,1.89,US,2022-10-20 00:15:23
382,Ostrovnoy,68.0531,39.5131,275.42,68,86,17.45,RU,2022-10-20 00:16:54
383,Lodwar,3.1191,35.5973,301.58,42,61,6.68,KE,2022-10-20 00:16:55
384,Cukai,4.25,103.4167,299.47,87,100,1.23,MY,2022-10-20 00:16:55
385,Pangai,-19.8,-174.35,300.21,69,75,1.03,TO,2022-10-20 00:16:56
386,Ust-Kuyga,70.0167,135.6,255.89,95,79,2.96,RU,2022-10-20 00:12:14
387,Batagay,67.6333,134.6333,258.38,88,100,1.4,RU,2022-10-20 00:12:20
388,Noumea,-22.2763,166.4572,300.14,70,72,7.94,NC,2022-10-20 00:13:29
389,Mezhdurechensk,53.6942,88.0603,274.23,87,100,1.69,RU,2022-10-20 00:16:57
390,Pangnirtung,66.1451,-65.7125,265.28,69,76,3.21,CA,2022-10-20 00:16:58
391,Hasaki,35.7333,140.8333,289.42,48,0,6.83,JP,2022-10-20 00:16:58
392,Colac,-38.3333,143.5833,290.84,55,6,3.63,AU,2022-10-20 00:16:59
393,Malinyi,-8.9333,36.1333,294.77,65,28,2.17,TZ,2022-10-20 00:16:59
394,Guaimaro,21.05,-77.35,296.36,90,46,1.7,CU,2022-10-20 00:16:59
395,Bambous Virieux,-20.3428,57.7575,292.29,77,40,1.03,MU,2022-10-20 00:17:00
396,Sandovo,58.4602,36.4128,274.28,90,80,1.85,RU,2022-10-20 00:17:01
397,Okha,53.5739,142.9478,278.45,68,88,6.84,RU,2022-10-20 00:17:01
398,Tinaquillo,9.9186,-68.3047,301.19,93,57,1.26,VE,2022-10-20 00:17:02
399,Okhotsk,59.3833,143.3,268.13,47,0,7.97,RU,2022-10-20 00:17:02
400,Meulaboh,4.1363,96.1285,297.35,87,100,1.1,ID,2022-10-20 00:17:02
401,Claveria,18.6074,121.0832,298.85,92,100,5.97,PH,2022-10-20 00:17:03
402,Lebedinyy,58.5167,125.5167,266.82,95,100,5.13,RU,2022-10-20 00:17:03
403,Teya,60.3778,92.6267,274.03,91,100,2.62,RU,2022-10-20 00:17:04
404,Green River,41.5286,-109.4662,293.37,24,14,0.89,US,2022-10-20 00:16:31
405,Kuybyshevo,47.8123,38.9073,283.94,56,100,1.59,RU,2022-10-20 00:17:05
406,Storforshei,66.4043,14.5233,279.63,100,100,1.54,NO,2022-10-20 00:17:05
407,Meadow Lake,34.8014,-106.5436,293.03,39,21,1.28,US,2022-10-20 00:17:05
408,Fort Nelson,58.8053,-122.7002,290.92,24,75,7.2,CA,2022-10-20 00:17:06
409,Erdenet,49.0333,104.0833,273.19,73,100,2.33,MN,2022-10-20 00:17:06
410,Verkh-Usugli,52.7,115.1667,271.52,68,58,1.23,RU,2022-10-20 00:17:07
411,Sao Joao Do Piaui,-8.3581,-42.2467,303.38,34,88,1.82,BR,2022-10-20 00:17:07
412,Grao Mogol,-16.5594,-42.8897,296.29,48,34,4.37,BR,2022-10-20 00:18:08
413,Ndele,8.4109,20.6473,295.84,75,98,0.59,CF,2022-10-20 00:18:08
414,Tamano,34.4833,133.95,290.37,62,0,1.72,JP,2022-10-20 00:18:09
415,Saint-Augustin,51.226,-58.6502,283.94,88,97,6.9,CA,2022-10-20 00:18:09
416,Itoman,26.1247,127.6694,298.36,63,40,8.23,JP,2022-10-20 00:18:10
417,Cosmopolis,-22.6458,-47.1961,296.98,65,39,2.8,BR,2022-10-20 00:14:02
418,Nizwa,22.9333,57.5333,295.47,24,60,0.63,OM,2022-10-20 00:18:11
419,Great Malvern,52.1116,-2.3252,288.39,91,100,2.68,GB,2022-10-20 00:18:11
420,Kirakira,-10.4544,161.9205,302.38,75,53,3.94,SB,2022-10-20 00:18:12
421,Sangar,63.9242,127.4739,263.51,95,95,1.3,RU,2022-10-20 00:18:12
422,Batagay-Alyta,67.8006,130.4114,260.6,87,100,0.91,RU,2022-10-20 00:18:13
423,Gainesville,29.6516,-82.3248,286.34,58,0,0.0,US,2022-10-20 00:13:16
424,Mocajuba,-2.5842,-49.5072,299.44,77,84,2.03,BR,2022-10-20 00:18:14
425,Kununurra,-15.7667,128.7333,304.14,66,96,2.06,AU,2022-10-20 00:17:37
426,Mizan Teferi,6.9833,35.5833,289.44,96,97,1.14,ET,2022-10-20 00:18:15
427,Mareeba,-17.0,145.4333,303.39,71,50,1.95,AU,2022-10-20 00:18:16
428,Manokwari,-0.8667,134.0833,298.13,88,100,4.91,ID,2022-10-20 00:18:16
429,Gornyy,55.1153,83.9059,276.21,77,100,7.07,RU,2022-10-20 00:18:17
430,Bubaque,11.2833,-15.8333,301.36,72,6,1.98,GW,2022-10-20 00:18:18
431,Baturaja,-4.1333,104.1667,296.93,97,100,0.78,ID,2022-10-20 00:17:08
432,Necochea,-38.5473,-58.7368,290.08,77,93,6.4,AR,2022-10-20 00:18:19
433,Nha Trang,12.25,109.1833,299.15,88,100,2.47,VN,2022-10-20 00:18:20
434,Osoyoos,49.0331,-119.4524,290.38,59,66,0.0,CA,2022-10-20 00:15:21
435,Anamur,36.0751,32.8369,294.61,63,3,3.09,TR,2022-10-20 00:18:20
436,Pizarro,4.9533,-77.366,297.51,91,100,2.95,CO,2022-10-20 00:18:21
437,Bilma,18.6853,12.9164,297.14,23,0,4.25,NE,2022-10-20 00:18:21
438,Inhambane,-23.865,35.3833,294.93,81,48,3.36,MZ,2022-10-20 00:18:22
439,Pombas,17.1503,-25.0201,298.03,80,16,5.94,CV,2022-10-20 00:18:23
440,Chernyakhovsk,54.6335,21.8156,276.8,83,26,1.94,RU,2022-10-20 00:18:23
441,Emerald,-23.5333,148.1667,297.23,83,75,5.66,AU,2022-10-20 00:18:24
442,Khatanga,71.9667,102.5,266.37,96,100,2.24,RU,2022-10-20 00:18:24
443,Pacific Grove,36.6177,-121.9166,304.12,33,40,0.0,US,2022-10-20 00:18:25
444,Khudumelapye,-23.8833,24.75,294.58,39,48,3.05,BW,2022-10-20 00:18:26
445,Clarksburg,39.2807,-80.3445,278.18,95,100,1.38,US,2022-10-20 00:14:05
446,Nhulunbuy,-12.2333,136.7667,304.49,62,40,3.09,AU,2022-10-20 00:18:27
447,Apple Valley,34.5008,-117.1859,302.54,26,1,7.06,US,2022-10-20 00:17:38
448,Barranca,-10.75,-77.7667,289.08,85,62,3.88,PE,2022-10-20 00:18:27
449,Ornskoldsvik,63.2909,18.7153,278.68,81,64,6.17,SE,2022-10-20 00:18:27
450,Polunochnoye,60.8697,60.4153,274.42,77,99,3.62,RU,2022-10-20 00:18:28
451,Collie,-33.3667,116.15,288.99,73,78,3.17,AU,2022-10-20 00:18:28
452,Abong Mbang,3.9833,13.1833,293.02,99,100,1.18,CM,2022-10-20 00:18:29
453,Dossor,47.5272,52.9811,284.19,81,23,4.23,KZ,2022-10-20 00:18:29
454,Ust-Nera,64.5667,143.2,256.02,96,65,2.18,RU,2022-10-20 00:18:30
455,Koumac,-20.5667,164.2833,299.9,61,21,3.18,NC,2022-10-20 00:19:30
456,Puerto Baquerizo Moreno,-0.9,-89.6,292.95,85,89,5.06,EC,2022-10-20 00:19:30
457,Cooma,-36.2333,149.1333,291.59,54,100,2.24,AU,2022-10-20 00:15:32
458,Yarada,17.65,83.2667,299.33,89,40,1.03,IN,2022-10-20 00:19:31
459,Castrillon,43.3979,-6.7922,284.79,79,29,2.5,ES,2022-10-20 00:19:31
460,Hecun,36.5333,114.1111,285.78,40,44,2.22,CN,2022-10-20 00:19:32
461,Taunggyi,20.7833,97.0333,286.47,82,0,0.62,MM,2022-10-20 00:16:07
462,Cairns,-16.9167,145.7667,305.96,70,27,3.6,AU,2022-10-20 00:14:34
463,Oskarshamn,57.2645,16.4484,276.74,84,4,3.03,SE,2022-10-20 00:19:33
464,Sakakah,29.9697,40.2064,294.91,14,100,2.6,SA,2022-10-20 00:18:30
465,Mayumba,-3.432,10.6554,297.91,88,97,3.33,GA,2022-10-20 00:19:33
466,Los Andes,-32.8337,-70.5983,287.6,58,69,0.4,CL,2022-10-20 00:15:39
467,Vestmannaeyjar,63.4427,-20.2734,279.92,76,100,2.44,IS,2022-10-20 00:19:34
468,Peniche,39.3558,-9.3811,289.98,92,0,7.7,PT,2022-10-20 00:19:34
469,Ashtian,34.5217,50.0019,283.1,59,31,1.68,IR,2022-10-20 00:19:35
470,Tra Vinh,9.9347,106.3453,297.8,93,99,3.0,VN,2022-10-20 00:19:35
471,Ekhabi,53.5102,142.9671,278.22,67,92,6.39,RU,2022-10-20 00:19:36
472,Samarai,-10.6167,150.6667,302.44,71,24,5.24,PG,2022-10-20 00:19:36
473,Lublin,51.0,23.0,276.7,91,21,4.23,PL,2022-10-20 00:19:36
474,Jalu,29.0331,21.5482,295.23,50,77,2.7,LY,2022-10-20 00:19:37
475,Sola,-13.8833,167.55,300.9,75,77,7.68,VU,2022-10-20 00:19:37
476,Seoul,37.5683,126.9778,284.91,71,0,0.51,KR,2022-10-20 00:15:17
477,Antofagasta,-23.65,-70.4,288.75,80,29,2.54,CL,2022-10-20 00:15:03
478,Karratha,-20.7377,116.8463,299.38,57,0,2.96,AU,2022-10-20 00:14:41
479,Finschhafen,-6.6024,147.8681,302.87,65,83,3.08,PG,2022-10-20 00:19:38
480,Evensk,61.95,159.2333,266.03,70,100,3.89,RU,2022-10-20 00:19:38
481,Itarema,-2.9248,-39.9167,299.3,81,39,8.05,BR,2022-10-20 00:19:39
482,Valdemarpils,57.3707,22.5919,280.06,73,89,3.72,LV,2022-10-20 00:19:39
483,Loikaw,19.6742,97.2094,289.17,86,0,1.32,MM,2022-10-20 00:19:40
484,Riverton,40.5219,-111.9391,294.89,34,0,2.57,US,2022-10-20 00:19:40
485,Nuuk,64.1835,-51.7216,271.49,86,75,2.06,GL,2022-10-20 00:15:20
486,Chiredzi,-21.05,31.6667,294.05,51,78,2.73,ZW,2022-10-20 00:19:41
487,Takoradi,4.8845,-1.7554,297.93,89,27,3.52,GH,2022-10-20 00:19:41
488,Edwardsville,38.8114,-89.9532,281.48,43,0,2.06,US,2022-10-20 00:19:36
489,Vilhena,-12.7406,-60.1458,293.42,95,98,1.8,BR,2022-10-20 00:15:54
490,Manado,1.487,124.8455,302.58,79,40,1.54,ID,2022-10-20 00:19:32
491,Abha,18.2164,42.5053,287.05,26,0,0.0,SA,2022-10-20 00:19:42
492,Anjad,22.0333,75.05,295.2,70,5,2.58,IN,2022-10-20 00:19:43
493,Honiara,-9.4333,159.95,303.73,66,61,1.52,SB,2022-10-20 00:15:20
494,Yerbogachen,61.2767,108.0108,270.29,91,94,3.29,RU,2022-10-20 00:19:43
495,Otradnoye,59.7775,30.8181,275.34,91,70,2.01,RU,2022-10-20 00:19:43
496,Novopokrovka,49.8425,36.5477,280.64,88,75,2.52,UA,2022-10-20 00:19:44
497,Phan Thiet,10.9333,108.1,298.43,86,95,2.56,VN,2022-10-20 00:19:44
498,Waipawa,-41.4122,175.5153,288.23,51,24,5.92,NZ,2022-10-20 00:19:44
499,Port-Cartier,50.0334,-66.8654,283.27,98,100,6.47,CA,2022-10-20 00:19:45
500,Zabaykalsk,49.6333,117.3167,278.46,45,100,0.83,RU,2022-10-20 00:17:40
501,Uspenka,48.3903,39.1619,283.44,74,100,2.13,UA,2022-10-20 00:19:45
502,Jiangyou,31.7667,104.7167,290.65,66,100,1.15,CN,2022-10-20 00:19:46
503,Masuguru,-11.3667,38.4167,294.36,80,40,1.47,TZ,2022-10-20 00:20:46
504,Baruun-Urt,46.6806,113.2792,278.32,32,55,1.91,MN,2022-10-20 00:20:46
505,Timmins,48.4669,-81.3331,271.05,93,100,2.57,CA,2022-10-20 00:20:47
506,Viedma,-40.8135,-62.9967,294.71,47,85,6.58,AR,2022-10-20 00:20:47
507,Acari,-15.4311,-74.6158,292.01,73,56,1.74,PE,2022-10-20 00:20:48
508,Vila Do Maio,15.1333,-23.2167,298.59,81,59,3.94,CV,2022-10-20 00:20:48
509,Usvyaty,55.7456,30.7533,276.73,88,100,6.08,RU,2022-10-20 00:20:49
510,Vilyuysk,63.7553,121.6247,263.43,94,90,2.83,RU,2022-10-20 00:20:49
511,Penarroya-Pueblonuevo,38.3,-5.2667,290.07,79,100,3.31,ES,2022-10-20 00:20:50
512,Salmo,49.1999,-117.2689,289.86,63,85,1.11,CA,2022-10-20 00:20:50
513,Nipawin,53.3668,-104.0009,286.17,50,0,1.03,CA,2022-10-20 00:20:51
514,Tekeli,44.83,78.8239,274.63,79,100,2.51,KZ,2022-10-20 00:20:51
515,Mormugao,15.4,73.8,297.67,90,68,2.56,IN,2022-10-20 00:20:52
516,Ouesso,1.6136,16.0517,294.64,99,100,0.21,CG,2022-10-20 00:20:52
517,Shache,38.4167,77.2406,282.43,33,100,2.92,CN,2022-10-20 00:16:09
518,Fremont,37.5483,-121.9886,307.08,28,40,3.09,US,2022-10-20 00:20:53
519,Nebbi,2.4783,31.0889,292.02,87,89,1.91,UG,2022-10-20 00:20:53
520,Padang,-0.9492,100.3543,295.18,85,100,1.71,ID,2022-10-20 00:20:53
521,Asyut,27.181,31.1837,295.08,44,0,3.36,EG,2022-10-20 00:20:54
522,Darhan,49.4867,105.9228,275.21,74,100,2.53,MN,2022-10-20 00:20:55
523,Tazovskiy,67.4667,78.7,274.92,97,100,7.6,RU,2022-10-20 00:20:56
524,Pio Xii,-3.8325,-45.1525,299.69,72,48,3.92,BR,2022-10-20 00:20:57
525,Plettenberg Bay,-34.0527,23.3716,291.66,72,27,6.47,ZA,2022-10-20 00:20:58
526,Tezu,27.9167,96.1667,291.43,82,2,1.68,IN,2022-10-20 00:20:58
527,Dom Pedro,-4.4833,-44.45,301.99,53,51,2.6,BR,2022-10-20 00:20:59
528,Sumedang,-6.8592,107.9207,297.03,88,100,0.78,ID,2022-10-20 00:20:59
529,Burayevo,55.8407,55.4083,277.34,88,95,1.46,RU,2022-10-20 00:21:00
530,Bocaiuva,-17.1078,-43.815,298.99,40,58,6.35,BR,2022-10-20 00:21:00
531,Chihuahua,28.5,-106.0,290.61,56,80,2.31,MX,2022-10-20 00:13:28
532,Garowe,8.4054,48.4845,297.4,76,31,4.95,SO,2022-10-20 00:21:01
533,Svetlyy,54.675,20.1347,282.02,57,96,3.88,RU,2022-10-20 00:21:01
534,Kasulu,-4.5767,30.1025,291.16,89,86,1.87,TZ,2022-10-20 00:21:01
535,Hede,33.7681,120.2517,288.48,61,7,3.51,CN,2022-10-20 00:21:02
536,Sao Joao Da Barra,-21.6403,-41.0511,297.2,84,92,8.62,BR,2022-10-20 00:21:02
537,Leshukonskoye,64.8989,45.7622,275.07,96,100,5.98,RU,2022-10-20 00:21:03
538,Artyom,40.4723,50.333,292.23,80,42,10.54,AZ,2022-10-20 00:21:04
539,Marovoay,-16.1,46.6333,293.85,62,0,2.23,MG,2022-10-20 00:21:05
540,Barsinghausen,52.3105,9.4561,281.78,86,95,3.76,DE,2022-10-20 00:21:06
